8.437,8.635,0.06575172592496603,0.05620614726226214,-0.01609657947686117,0.9665271966527197,3.946,0.05483325644862885,15.706,18.398,23.41,-5,1.7
7.935,8.621,0.06660995635771871,0.05733025327943242,-0.1106639839034205,0.7755102040816326,3.82,0.05374766683545579,15.592,18.41,24.24,-4,1.7
7.487,8.629,0.06571926235173775,0.02737434231263491,-0.2730923694779117,0.5627009646302251,4.003,0.0552629753994577,15.594,18.268,24.45,-5,1.7
7.755,8.833,0.06624516199870079,0.02938185105661662,-0.08669354838709678,0.8358778625954199,4.081,0.05508785276862609,16.254,19.107,29.82,10,1.3
7.074,8.997,0.06140374905269308,0.003954815828870251,-0.130784708249497,0.74609375,4.101,0.05427860080104154,16.601,19.23,25.43,12,0.8
6.972,9.199,0.05416063675832117,-0.03139786988241622,-0.3975903614457831,0.4193548387096774,4.75,0.0603800496176338,16.356,18.475,25.59,0,-0.1
1.762,9.532,0.05196800862688722,-0.04422423066956682,-0.3259557344064387,0.4953271028037383,4.307,0.05943797693239243,17.367,18.152,27.38,2,0.0
1.78,9.544,0.04833693343252277,-0.04221318830515219,-0.2716297786720322,0.5529801324503312,4.470000000000001,0.06157891085329512,16.791,17.739,26.57,-2,-0.1
1.008,9.81,0.03590721603761038,-0.03673466186700547,-0.1991951710261569,0.6644067796610169,4.359999999999999,0.059539629391863,17.153,18.127,27.67,-5,-0.2
1.529,9.801,0.02969547614856527,-0.02588491758543354,-0.002004008016032064,0.9957983193277311,4.276,0.05323049205014427,17.094,18.296,27.33,-4,0.0
1.321,9.675,0.02284734613904349,-0.003038156373350365,-0.02004008016032064,0.9557522123893806,4.068,0.05158071014301884,16.865,18.186,27.01,-8,0.1
1.446,9.645,0.01936363005138175,0.02766930806306678,-0.1104417670682731,0.7955390334572491,4.242,0.05352425513048366,16.762,18.118,27.51,-3,0.2
1.237,9.608,0.01735034891170728,0.03611597203394701,-0.04016064257028112,0.9203187250996016,4.414,0.0571241261410107,15.387,16.673,28.29,-8,0.2
1.061,9.291,0.01277652292359943,0.02728331799037065,-0.2424849699398798,0.5798611111111112,4.617,0.05892046652976453,15.375,16.677,28.14,-6,0.0
0.77,9.462,0.006008016410467665,0.01972725422348876,-0.3527054108216433,0.4714714714714715,4.323,0.05407180086178012,16.69,17.987,28.37,-6,0.2
0.342,9.554,0.004803073967339033,0.01095592674582413,-0.2404809619238477,0.6052631578947368,4.283,0.05369681606763279,16.633,17.937,30.43,-10,0.5
0.192,9.495,-0.0001369863013698236,0.00272747632454573,-0.262,0.5435540069686411,4.284,0.05373141132750596,16.459,17.732,29.77,-15,0.7
0.44,9.281,0.001983584131326932,-0.02085900299689181,-0.4208416833667334,0.4,4.849,0.06074973059088473,15.287,16.18,30.62,-21,1.4
