54.026,7.488,0.4774005415538429,0.1336206896551724,0.1717171717171717,1.459459459459459,5.694999999999999,0.05772086366225724,9.307,14.624,17.0,100,2.7
51.498,7.347,0.4540083255002014,0.1061815230623564,0.25,1.714285714285714,5.772,0.05771703245364016,9.81,15.368,16.89,102,3.4
54.702,6.402,0.4807514831905078,0.09241450687826136,0.1881188118811881,1.5,5.51,0.05615023762574638,9.799,15.912,16.88,100,3.7
52.421,6.544,0.494372574385511,0.06056292198812341,0.2574257425742574,1.764705882352941,5.769,0.05687941474201954,9.706,16.108,16.8,94,3.0
51.396,6.836,0.5559649930907418,0.07310322370563327,0.1584158415841584,1.41025641025641,5.384,0.05285663728579327,10.277,17.275,16.77,94,3.0
52.764,6.766,0.5568982229402262,0.09343136856643786,0.0,1.0,5.321,0.05029199266403744,10.336,17.767,17.25,95,3.4
11.98,6.529,0.4286461055933091,0.1153223849203138,-0.07,0.86,5.779,0.06030213554901853,9.562,10.914,17.07,93,3.9
12.132,6.566,0.3675109460732695,0.1145615446500401,0.0,1.0,5.978,0.06271205357254239,10.027,11.569,17.14,97,4.1
13.171,6.799,0.3508081896551727,0.1226117164061267,0.1274509803921569,1.30952380952381,5.772,0.06046173328527615,10.358,12.232,17.64,97,3.8
16.368,6.611,0.2980254094596664,0.1197698945349952,0.04901960784313725,1.106382978723404,6.067,0.06048507154356882,9.391,11.465,18.15,101,3.9
12.74,5.171,0.2451354258335778,0.09876073899490612,-0.05714285714285714,0.8775510204081632,6.105,0.05946758745157882,9.444,11.296,18.52,98,4.2
10.491,5.686,0.1895830395336813,0.06241408775123536,0.03773584905660377,1.08695652173913,5.977,0.05755591385297808,9.951,11.828,18.37,91,4.5
10.942,5.274,0.1528210687988436,0.051100714467051,0.03773584905660377,1.088888888888889,6.914,0.07469833908525784,7.946,9.587,17.99,93,4.7
8.228,5.22,0.1317303370786518,0.02685145084452145,-0.2476190476190476,0.5806451612903226,6.939,0.07301844766521179,8.05,9.584,17.46,89,3.8
5.318,5.315,0.07731310942578551,-0.00798227723468603,-0.2095238095238095,0.639344262295082,6.975,0.06792383044745767,8.912,10.522,16.9,90,3.6
3.68,5.185,0.03887297843665771,-0.0302417973833824,-0.5238095238095238,0.2948717948717949,7.17,0.07159809457539582,8.537,10.117,16.85,85,4.2
2.511,5.189,0.02577276524644945,-0.01722944921118186,-0.3333333333333333,0.4067796610169492,7.237,0.07073744425288399,8.666,10.297,16.42,84,4.2
1.388,5.192,0.006119951040391536,-0.003426932895059021,-0.4134615384615384,0.3857142857142857,7.067,0.067147943518297,9.214,10.958,16.39,80,3.3
37.275,5.451,-0.1409822866344606,-0.02570561037885588,-0.5242718446601942,0.2702702702702703,6.76,0.07226094928193774,9.657,13.55,15.96,82,3.0
40.232,5.341,-0.1248694254720771,0.01216083227892573,-0.3148148148148148,0.4333333333333334,6.491,0.07127215049199992,9.692,14.058,15.96,86,2.7
41.574,5.282,-0.1138448214777782,0.04207578604090601,-0.3457943925233645,0.421875,6.549,0.07280375141273318,9.166,13.582,16.32,87,2.6
42.678,5.405,-0.09984538074990346,0.06007416563658818,-0.3457943925233645,0.4126984126984127,6.79,0.07274917134465733,8.495,12.849,16.57,90,2.5
39.69,5.222,-0.06281328320802015,0.06065619939449429,-0.3714285714285714,0.3709677419354839,6.813000000000001,0.07521230357670283,8.214,12.372,16.41,85,2.2
37.886,5.098,-0.0493860845839017,0.05396680585283686,-0.330188679245283,0.3859649122807017,7.07,0.08029705225165376,8.144,12.218,16.17,81,1.5
34.199,5.262,-0.03719672323913303,0.05425539391383794,-0.1153846153846154,0.7551020408163265,7.238,0.07785494134477532,8.668,12.994,15.81,70,1.3
32.212,5.136,-0.01834934946810607,0.04281547329675672,-0.3106796116504854,0.3846153846153846,7.181,0.07529536214214003,9.014,13.548,15.83,75,2.1
29.663,4.992,0.002164068448683665,0.02823321314375127,-0.3564356435643564,0.3684210526315789,7.256,0.07858759078952456,8.611,12.943,15.78,72,2.1
29.227,4.811,0.04277400187212566,0.03071695095948823,-0.3838383838383838,0.3559322033898305,7.194,0.07803626486230004,8.494,13.068,15.69,70,1.6
29.604,4.767,0.02930992833561463,0.01871950612366824,-0.4210526315789474,0.2982456140350877,6.904,0.07482913983509686,8.866,13.506,15.76,67,1.4
20.994,4.739,0.07563472019141293,0.0091886673103172,-0.5164835164835165,0.2419354838709678,6.865,0.07584419731432801,8.801,13.242,15.73,70,1.6
36.791,4.74,0.05230655790589411,0.01443450885830067,-0.4505494505494506,0.2545454545454545,7.056,0.08507144374441945,9.088,12.609,15.36,72,1.6
35.418,4.783,0.01312638580931269,-0.01465152675568571,-0.2840909090909091,0.4791666666666667,7.274,0.08692069900066081,9.124,12.596,15.27,76,1.5
41.007,4.708,0.0470916505687915,0.02798729654624843,-0.3146067415730337,0.391304347826087,7.337,0.09196482408218935,8.287,11.893,15.74,80,1.3
40.82,4.599,0.008248625229128503,0.009211972331760299,-0.2386363636363637,0.4878048780487805,6.902,0.0782087672012617,8.539,12.385,15.75,81,1.1
23.238,4.857,0.02788893425888128,-0.01557358355325322,-0.4716981132075472,0.3333333333333333,7.0,0.08000484747769611,7.947,10.365,15.65,82,1.2
19.325,4.914,0.02068909342673297,-0.03002211813687217,-0.5283018867924528,0.3,6.702,0.07420227819414196,8.57,11.049,15.16,78,1.6
16.24,4.763,-0.002120508922141329,-0.01614394189501489,-0.3142857142857143,0.5147058823529411,6.883,0.07352408010273316,8.569,11.001,14.65,73,1.5
14.574,4.915,-0.02462803445575557,0.0095299246392484,-0.3551401869158878,0.4411764705882353,6.8,0.07035264738014861,9.183,11.879,14.68,77,1.0
10.555,4.595,-0.04628909288937289,-0.04408830533565045,-0.5740740740740741,0.2619047619047619,6.797,0.06848642846829572,9.514,12.236,14.75,82,0.9
7.875,4.562,-0.07339414379886555,-0.04378182749895898,-0.3636363636363637,0.4594594594594595,6.563000000000001,0.06666912368539421,9.317,12.046,15.27,83,1.2
6.704,4.48,-0.07177643784786636,-0.004633460201886486,-0.2018348623853211,0.6451612903225806,6.709,0.06809807756966335,9.148,11.949,15.32,78,1.1
-2.124,4.532,-0.01320795976383116,-0.03807327182778442,-0.5092592592592593,0.3125,6.792,0.06902436058340557,9.041,11.272,14.33,79,1.1
35.572,4.557,-0.07550780740289686,-0.06358847018556424,-0.6788990825688074,0.1777777777777778,6.911,0.07462232078107348,9.557,13.282,14.0,81,1.0
33.096,4.658,-0.05080282049103735,-0.05058079201954957,-0.3644859813084112,0.4428571428571428,6.955,0.07501356695439379,9.21,12.656,14.16,85,1.3
31.333,4.544,-0.0914813929396765,-0.05106069731646923,-0.5981308411214953,0.2380952380952381,6.724,0.07262909005454968,9.591,13.175,13.77,86,1.5
26.751,4.634,-0.07857027853807763,-0.06936629153269025,-0.6542056074766355,0.1954022988505747,6.872999999999999,0.06780127376307088,9.766,13.174,13.72,86,1.7
